Peak_X,Peak_Y,Peak_Z,Topic_Assignment,Subregion_Assignment
28,-54,46,1,1
28,-58,46,1,1
28,-58,50,1,1
28,-58,50,1,1
28,-58,50,1,1
-50,-56,-8,75,1
-50,-56,-8,75,1
-50,-56,-8,75,1
-30,-84,18,24,1
-14,-84,18,30,2
-14,-92,18,44,2
-14,-92,-4,44,2
-14,-92,-4,44,2
-14,-92,-4,44,2
-16,-92,-4,44,2
-16,-98,-4,44,2
-16,-98,-2,30,2
-16,-98,-2,24,1
-16,-98,-2,44,2
30,-84,-2,30,2
14,-84,-2,24,1
14,-84,-2,44,2
14,-84,6,44,2
14,-84,6,44,2
14,-84,6,44,2
22,-84,6,44,2
22,-94,6,44,2
22,-94,4,44,2
22,-94,4,44,2
22,-94,4,44,2
-4,-78,-20,44,2
-2,-78,-20,44,2
-2,-62,-20,30,2
-2,-62,-22,30,2
-2,-62,-22,30,2
-2,-62,-22,30,2
4,-74,-16,30,2
8,-74,-16,44,2
8,-76,-16,44,2
8,-76,-20,30,2
8,-76,-20,30,2
8,-76,-20,30,2
52,-24,0,62,1
-40,-18,-2,5,2
54,-28,6,1,2
54,-28,6,62,1
-40,-18,-4,61,2
-34,-30,6,17,1
32,-40,-22,70,2
34,-48,-11,70,2
30,-35,-23,70,2
-43,-56,-16,16,1
40,-45,-17,65,1
27,-58,-14,70,2
29,-52,-18,70,2
28,-40,-19,70,2
34,-46,-11,65,1
30,-38,-20,70,2
-38,-57,-14,67,2
36,-46,-15,70,2
21,-65,-9,65,1
29,-52,-13,30,2
28,-41,-19,70,2
33,-47,-11,70,2
29,-37,-22,70,2
-39,-56,-15,67,2
35,-39,-17,70,2
22,-60,-10,65,1
28,-53,-15,70,2
-22,70,0,33,1
-21,68,-3,23,1
28,67,-4,33,1
1,41,54,33,1
1,42,48,33,1
-35,49,27,56,2
40,48,32,33,1
40,48,27,80,1
-55,34,-4,78,2
-54,33,-4,34,1
57,31,-4,33,1
56,30,-5,78,2
1,-15,74,57,1
1,-11,69,57,1
-52,-16,58,57,1
-52,-13,54,54,2
54,-18,58,80,1
54,-15,54,80,1
-70,-21,-11,78,2
0,-62,65,79,2
0,-57,62,79,2
-40,-76,47,54,2
-39,-72,47,79,2
37,-75,49,35,1
37,-70,49,79,2
-61,-63,4,36,1
59,-65,6,98,1
-27,-97,16,44,2
24,-97,17,98,1
-15,-64,53,28,1
-46,-52,30,28,2
28,-53,46,62,1
15,-63,54,100,1
47,35,19,91,2
-41,4,42,6,1
-43,13,25,60,1
-39,26,15,28,2
-34,21,38,6,1
42,5,44,39,2
39,17,22,49,2
36,25,16,51,2
32,11,48,19,2
-51,-29,8,28,2
-49,-17,12,88,2
53,-20,7,84,1
1,-67,9,93,1
-44,-50,-2,10,2
45,-52,1,32,2
-39,52,-12,84,1
-48,-50,50,38,1
53,-47,49,94,1
45,11,52,27,1
-6,-62,47,42,2
36,-87,13,78,2
-30,-84,18,29,1
9,-46,17,86,2
9,-46,17,93,1
9,-46,17,13,2
32,-2,10,51,2
32,-2,10,74,1
32,-2,10,56,1
-5,-9,11,39,1
-5,-9,11,13,2
-5,-9,11,78,2
40,-46,-41,46,2
40,-46,-41,46,2
40,-46,-41,46,2
-61,-44,15,87,2
-6,19,40,74,2
6,23,38,49,2
32,25,-8,25,1
-30,25,-5,2,2
-42,17,19,50,2
-46,10,44,50,2
-6,21,39,74,2
-34,19,-9,25,1
36,23,-13,25,1
-42,17,19,50,2
-46,12,44,50,2
-59,-44,15,60,1
-6,18,41,74,2
8,21,38,12,1
-30,25,-5,13,1
32,25,-6,2,1
-40,6,46,50,2
-44,18,19,50,2
-59,-44,15,60,1
-8,18,42,74,2
-10,28,24,23,1
8,27,28,74,2
-30,25,-6,25,1
34,25,-8,2,1
-42,17,19,50,2
-36,4,48,69,1
-10,28,24,12,1
12,23,28,23,1
-55,28,17,87,2
-38,13,25,50,2
-22,-22,44,12,2
-12,15,47,12,1
-46,-51,26,81,1
-48,-51,38,81,1
35,13,-1,5,1
36,-52,-28,46,2
36,-80,-4,35,1
42,-68,1,35,1
8,25,43,30,1
40,22,40,81,2
-40,-54,38,81,1
-12,15,47,12,1
35,-50,-26,46,2
40,22,41,81,2
40,-59,47,35,1
-48,6,8,89,2
-36,-16,44,12,2
29,0,-15,51,2
32,-55,35,81,2
46,-40,-2,35,1
35,13,-1,2,1
42,-68,1,35,1
8,25,43,35,2
-22,-22,44,4,2
36,-80,-4,35,1
5,-63,-16,30,2
25,44,32,56,2
54,-36,1,35,1
-39,35,17,89,2
7,27,20,35,2
4,11,45,42,1
24,-8,47,81,2
56,-25,4,35,1
46,-74,-1,35,1
5,-63,-16,31,1
25,44,32,35,2
-12,-66,39,16,2
-33,-72,30,16,2
9,-39,18,85,2
9,-63,33,16,2
36,-66,36,16,2
-36,54,-6,16,1
-6,30,42,4,2
-36,24,-18,70,1
-51,21,-12,16,1
-54,12,33,45,1
-21,0,63,57,1
-39,-30,54,57,1
-33,-57,60,16,2
-24,-99,9,16,2
36,63,6,39,2
45,45,21,4,2
36,21,-6,51,2
45,-63,12,62,1
24,-78,-9,24,1
27,-60,45,19,2
-12,-60,45,44,1
-36,-45,42,44,1
45,-69,15,30,2
27,9,45,13,2
-39,0,48,13,2
-36,24,33,13,2
-20,6,50,77,2
-34,28,-6,34,1
-52,-44,46,63,2
44,34,28,34,2
32,20,4,34,2
16,0,16,34,2
2,-60,-36,82,2
42,-52,44,1,1
0,16,46,77,2
-56,12,20,60,1
-30,24,-10,34,1
38,52,24,34,2
18,-4,18,34,2
-52,-44,46,40,2
-52,22,24,15,1
-30,34,34,77,2
-52,6,-14,34,1
44,-24,-2,36,2
-36,-58,56,40,2
-24,-56,-4,82,2
-42,-68,-10,10,2
-18,-72,10,40,2
18,-66,4,30,2
24,-58,-12,30,2
48,18,-10,70,2
16,-6,-16,70,2
40,20,-10,70,2
26,-52,-12,61,1
24,-25,-12,70,2
16,-8,-16,70,2
-8,-18,-14,61,1
16,-8,-14,70,2
-32,-50,-6,70,1
-32,-49,-6,30,2
-32,-62,-9,86,2
-32,-49,-6,70,1
-25,2,8,91,1
31,20,-2,83,1
-42,-11,21,54,2
-54,-5,30,87,2
26,-8,2,22,1
20,15,9,22,1
-57,-22,12,87,2
36,4,27,86,1
-42,-72,-15,67,2
-21,-57,-27,67,2
-36,-84,-15,43,1
-45,-60,-33,95,1
-39,-48,-33,67,2
-24,-96,-6,43,1
-30,-99,9,43,1
-36,-27,-24,70,1
-15,-45,-24,67,2
-24,-39,-27,70,1
-21,-75,-30,67,2
-27,-18,-15,34,1
-36,21,-3,89,2
-51,15,0,89,2
6,12,63,17,2
-42,3,48,15,1
-21,3,48,17,2
-9,18,45,64,1
-48,33,0,89,2
-48,15,15,15,1
-51,24,27,89,2
-39,33,-18,34,1
-48,3,36,15,1
-42,24,-15,34,1
-9,15,57,64,1
-42,27,21,89,2
-42,6,24,64,2
9,30,30,78,2
9,21,39,4,2
-12,21,63,67,1
36,-21,57,80,1
33,-12,66,67,1
51,-24,57,80,1
39,-30,66,80,1
57,-18,39,80,1
42,-27,36,80,1
27,-84,-30,17,1
42,-63,-33,70,2
45,-75,-18,78,2
27,-93,-3,78,2
42,-87,-12,70,2
36,-81,-21,70,2
33,-57,-39,17,1
36,-42,-30,70,2
-21,-30,-3,16,1
42,21,-21,51,2
39,21,-6,51,2
48,15,-3,51,2
-27,-63,48,29,1
-27,-78,39,58,2
-36,-75,24,58,2
-9,-18,15,78,2
21,-27,0,78,1
12,-6,-3,78,2
15,-21,12,78,1
0,-27,-15,78,2
0,-36,-6,17,1
-33,51,18,89,2
-6,-57,-21,17,1
45,-18,18,80,1
-18,6,3,78,2
21,9,-6,67,1
-3,-60,-39,99,1
-48,-54,-6,43,1
-54,-51,0,67,2
-27,0,-36,70,1
-33,6,-27,34,1
-39,15,-27,70,1
36,-21,39,80,1
21,42,0,78,2
-18,-6,-21,34,1
12,-24,-15,17,1
-57,-12,-18,70,1
21,0,-27,70,2
-45,33,-6,15,2
-3,50,-5,3,2
5,51,-7,31,2
-3,38,31,9,2
4,28,35,77,2
-50,36,11,29,2
-6,-28,66,17,2
8,-25,53,19,2
-35,10,5,76,2
44,1,0,76,1
-38,21,5,31,2
38,22,5,5,1
-65,-50,11,28,2
-41,11,12,76,2
37,13,13,5,1
-8,-12,-15,31,2
8,-11,-15,76,1
2,-18,-8,31,2
38,5,26,63,1
28,-81,11,30,2
36,28,17,47,1
-38,-25,10,68,2
0,31,6,3,2
-30,-62,3,49,1
4,-34,78,33,1
-42,-48,48,63,2
-48,-49,54,79,1
-30,-46,36,54,2
14,47,-1,85,1
2,53,5,85,1
-2,-78,-11,30,2
-14,-78,-15,30,2
-22,-73,-17,46,1
8,-13,6,46,1
-6,-15,12,42,2
18,-11,10,76,1
-42,-50,48,79,1
-48,-48,55,38,1
-31,-36,56,54,2
-42,-48,48,63,2
-40,-62,54,79,2
-32,-46,34,42,2
-6,-99,4,24,1
10,-93,14,30,2
7,-72,2,30,2
6,53,12,49,2
12,49,2,3,2
-2,42,9,85,1
-2,-42,30,85,2
4,-53,33,85,2
5,-39,39,85,2
-14,-79,-22,30,2
-2,-83,-20,30,2
-5,-63,-7,30,2
0,18,40,77,2
0,-5,48,17,2
38,-69,20,30,2
45,-71,35,30,2
37,-55,39,1,1
6,-14,4,77,1
16,32,40,77,2
24,32,35,77,2
21,19,30,77,2
6,-42,52,42,2
5,-50,60,79,2
16,-34,43,19,2
-56,10,30,45,1
34,30,34,55,2
-46,28,38,60,1
6,24,36,20,1
41,24,-16,51,2
-40,20,-10,34,1
-60,-42,2,60,1
56,4,-16,60,2
-62,-12,-14,28,2
-58,-6,-14,78,2
48,-28,-14,60,2
56,-42,-14,60,2
-56,4,-26,28,2
-34,10,-40,70,1
52,0,-36,60,2
40,14,-40,51,2
-42,22,-10,34,1
-42,22,-10,34,1
-42,16,-10,34,1
-42,16,-10,34,1
-42,16,-10,34,1
-42,22,-10,34,1
-42,22,-10,34,1
42,22,-8,51,2
36,22,-8,51,2
36,22,-8,51,2
36,22,0,51,2
42,22,0,51,2
42,22,0,51,2
42,22,-8,51,2
-52,12,22,89,2
-50,12,22,89,2
-50,8,22,89,2
-50,8,22,89,2
-52,8,22,59,2
-52,12,22,89,2
-52,12,22,29,2
-44,-48,40,63,2
-44,-48,40,63,2
-44,-50,40,63,2
-44,-50,42,63,2
-44,-50,42,63,2
-44,-48,42,63,2
-44,-48,40,63,2
-2,6,54,64,1
2,6,54,4,2
2,2,54,69,1
2,2,58,64,1
-2,2,58,64,1
-2,6,58,64,1
-2,6,54,64,1
2,-52,38,4,2
2,-52,38,29,1
2,-66,38,29,1
2,-66,38,29,1
2,-66,38,29,1
2,-52,38,29,1
2,-52,38,29,1
2,18,40,81,2
52,18,22,91,2
-38,18,32,15,1
48,18,28,91,2
-22,-48,-16,62,2
-8,-86,-24,40,2
-20,-49,-14,72,1
-63,-11,-21,92,1
0,-36,-8,48,2
0,-20,68,12,1
-12,-64,60,79,2
4,-72,-8,90,2
0,-36,-8,11,1
-56,-12,0,28,2
60,-8,0,48,2
-28,-16,68,12,2
-20,-68,56,54,2
20,-60,-16,90,2
-64,-36,8,43,1
60,-36,12,41,2
-28,-12,68,27,2
36,-24,60,54,1
-32,-64,52,54,2
-56,12,20,66,2
-56,-16,4,28,2
60,-12,4,47,1
-52,0,36,45,1
52,8,36,39,2
-40,-28,8,41,1
48,-16,4,47,1
-60,-32,8,54,2
56,-28,8,41,2
-36,-28,8,41,1
52,-16,8,41,2
-56,-20,12,54,2
56,-20,12,41,2
4,6,56,20,1
20,38,42,83,2
44,46,6,20,2
40,43,15,20,2
-34,52,6,59,2
44,8,24,54,1
-54,8,26,59,2
0,30,6,83,2
10,46,38,83,2
36,32,10,20,2
-38,34,12,89,2
42,8,20,54,1
-40,-2,26,54,2
-46,2,35,15,1
-48,5,27,13,2
-44,-51,-9,13,1
-44,-39,-11,13,1
46,34,13,13,2
34,43,-2,33,1
65,-22,27,71,2
14,30,26,13,2
65,-22,27,71,2
50,-47,32,33,2
8,-91,14,30,2
-16,-74,26,30,2
8,-64,38,30,2
-58,-30,50,27,2
-32,18,-4,31,2
64,-34,32,19,2
38,-48,-36,99,1
44,48,4,39,2
10,-52,72,100,1
10,-72,-14,6,2
-26,-86,-22,43,1
-18,0,70,69,1
2,-96,0,24,1
30,-70,26,100,1
-22,-90,14,24,1
-28,-66,48,81,1
-52,-50,8,75,1
-42,-68,12,43,1
46,-58,14,100,1
-30,-52,64,99,2
55,-32,34,19,2
-62,-32,22,41,1
8,-44,54,19,2
-30,36,20,100,2
42,24,24,2,1
22,-88,-20,65,1
20,14,64,100,2
16,-78,8,24,1
-14,-72,44,79,2
52,-68,12,6,2
-28,4,54,69,1
34,62,2,100,2
42,-74,32,100,1
30,-8,50,19,2
2,4,58,19,2
-56,10,10,6,1
-26,-66,-46,67,2
56,6,6,51,2
28,16,-8,51,2
30,-56,-52,31,1
50,16,-18,51,2
46,-58,-34,31,1
-34,-50,-40,75,1
14,-10,66,100,2
60,-30,32,41,2
-6,6,51,74,2
6,3,54,19,2
0,27,36,23,1
9,18,39,81,2
-6,21,24,23,1
3,27,21,23,1
6,12,27,23,1
42,18,48,81,2
48,12,51,19,2
36,36,9,2,1
39,21,21,2,1
57,21,27,2,1
51,12,24,2,1
39,15,30,39,2
45,39,18,2,1
48,27,39,2,1
36,42,12,2,1
54,33,24,2,1
39,42,30,2,1
-48,3,36,45,1
-57,15,27,45,1
-60,12,6,2,2
-45,18,18,2,2
-36,30,-6,2,2
-24,33,18,23,1
-33,30,36,45,1
-45,24,36,73,2
-51,15,39,73,2
-54,12,33,73,2
-39,54,9,23,1
-30,57,21,23,1
-30,54,27,23,1
0,26,33,5,2
-2,-25,38,42,2
-39,18,-2,8,1
47,18,-3,8,1
-1,41,-10,33,1
-41,4,30,15,1
48,9,29,52,1
-50,-21,37,94,2
-32,-49,49,63,2
29,-68,49,1,1
49,-52,46,94,1
50,-16,11,33,2
56,-56,15,94,1
-22,-24,-4,78,2
26,-27,-2,32,2
13,-45,6,63,1
21,-23,-9,23,2
-10,7,9,8,1
12,11,9,8,1
-16,14,-4,8,1
15,12,-3,8,1
-8,-14,13,8,1
9,-17,13,8,1
-14,-30,7,63,1
9,-29,2,78,2
-36,-59,-8,94,2
39,-57,-2,32,2
-17,-56,0,78,2
22,-54,-1,78,2
1,-74,47,79,2
-26,-89,5,44,2
35,-89,4,44,2
-8,49,41,23,1
50,-58,49,32,2
1,30,21,63,1
2,-6,38,42,1
-43,45,-7,11,2
-3,51,-8,33,1
-10,6,-5,8,1
-52,-20,-7,88,2
-30,6,5,76,2
-46,3,51,41,1
-30,-68,-37,13,1
8,15,36,5,2
-63,-21,14,36,1
2,11,27,13,2
2,-17,56,57,1
14,6,3,76,1
-61,-20,21,41,1
-63,-25,36,36,1
-36,-54,-26,13,1
-32,-54,-26,61,1
-36,-69,-23,82,2
-30,-65,-20,47,2
-4,-22,27,76,1
-4,-20,34,76,1
-6,24,58,64,1
-16,12,51,76,1
-53,8,14,36,1
46,2,5,41,2
38,4,9,5,1
61,-20,19,41,2
55,-16,38,36,2
8,-11,4,5,2
4,-11,8,8,1
4,12,40,5,2
-14,4,5,8,1
22,6,3,9,1
-14,15,36,5,2
2,-13,52,57,1
53,-26,31,36,2
-38,-56,-4,92,1
-49,-70,5,92,1
-38,-79,30,3,1
-38,-79,30,3,1
-22,-64,52,79,2
-22,-64,52,81,1
23,-70,36,79,2
34,-76,35,29,1
34,-76,35,29,1
26,-64,47,94,1
26,-64,47,79,2
-11,-73,38,29,1
-11,-73,38,79,2
10,-73,38,8,2
10,-73,38,79,2
-32,3,53,79,1
-32,3,53,57,1
-35,5,48,57,1
-35,5,48,79,1
19,20,27,3,2
28,0,53,79,1
28,0,53,79,1
23,0,55,79,1
23,0,55,55,2
-6,-9,47,79,1
-6,-9,47,79,1
-3,-3,47,57,1
-3,-3,47,79,1
-30,43,7,93,2
-37,32,12,11,2
-37,32,12,11,2
31,49,13,3,2
23,46,13,3,2
23,46,13,3,2
-40,43,-6,3,2
30,43,-6,3,2
23,43,-1,3,2
23,43,-1,3,2
-16,-3,-18,83,1
-16,-3,-18,83,1
12,3,10,8,1
-14,-9,2,8,1
12,-3,5,8,1
-30,-59,-35,47,2
-30,-59,-35,47,2
34,-73,-25,98,1
41,-32,-2,93,1
52,-53,8,98,1
52,-53,8,98,1
-25,-94,8,3,1
-27,-64,2,3,1
-27,-64,2,86,2
-19,-76,22,79,2
-19,-76,22,3,1
26,-85,-5,98,1
26,-59,2,55,1
26,-59,2,90,2
15,-70,23,8,2
15,-70,23,8,2
0,51,-21,3,2
-42,18,-12,31,2
-21,0,-21,70,1
-45,-66,-21,10,2
-36,3,39,69,1
-45,36,-6,34,1
-39,18,-15,34,1
-18,3,-15,25,1
-21,0,-18,34,1
-24,6,-9,31,2
-45,39,-6,34,1
0,54,-21,31,2
-33,6,39,53,2
42,-48,-33,46,2
-51,-66,0,21,1
-51,-63,-21,10,2
54,-48,18,35,1
-51,-9,-15,31,2
-45,6,-6,25,1
-39,-24,-3,31,2
42,21,-15,51,2
15,9,-9,25,1
6,9,-3,25,1
-12,9,-6,8,1
-33,30,-21,34,1
36,33,-15,25,1
21,-51,12,93,1
-9,-78,42,30,2
-33,-45,-9,11,1
-9,-54,-6,31,1
21,-45,-3,70,2
39,-6,-39,70,2
63,-9,-27,70,2
30,-3,54,4,2
-34,16,4,5,2
-34,20,4,26,2
-48,14,24,15,1
-42,26,20,15,1
32,22,10,68,2
30,20,-2,83,1
38,40,14,93,2
-66,-38,4,60,1
-56,-22,-2,60,1
46,-32,4,60,2
54,-24,0,60,2
-34,16,4,87,2
-34,20,4,15,2
-44,16,0,87,2
30,22,4,5,1
40,44,8,39,2
-58,-22,2,60,1
52,-24,-1,60,2
-12,-2,16,5,2
-34,20,4,15,1
-49,13,24,15,1
32,22,4,5,1
-58,-22,2,36,1
52,-24,0,60,2
-18,-3,12,5,2
-44,26,20,15,1
44,38,8,49,2
-26,-74,38,58,2
-44,-36,36,63,2
-12,4,14,68,1
-54,-66,26,87,2
44,-70,34,62,1
-40,10,4,15,2
30,20,8,5,1
-52,-50,8,87,2
16,-54,-16,82,2
19,-50,-19,17,1
18,-55,-16,99,1
20,-52,-12,90,2
-10,-16,76,42,1
-6,-12,72,68,2
-4,-6,58,59,1
-2,-6,60,49,2
-4,-10,46,53,1
-8,-38,64,14,1
10,-36,58,14,1
-2,-24,66,14,1
-4,-4,60,14,1
-54,-26,22,36,1
58,-24,24,14,2
-8,4,44,14,1
-6,14,38,74,2
6,14,44,83,2
-10,-6,48,14,1
-26,0,2,52,2
28,0,4,33,1
26,-36,-34,23,2
2,-48,-20,82,2
36,-60,-26,82,2
-44,2,2,57,2
58,4,2,52,1
-62,4,14,57,2
60,8,16,52,1
-40,-10,52,57,1
38,-2,52,14,2
-20,-18,12,78,2
34,-84,-6,30,2
-50,-62,8,43,1
-4,-34,70,57,1
-12,-44,70,14,1
-52,-28,22,36,1
56,-28,22,36,2
-4,-6,64,57,1
-6,-18,66,14,1
40,-90,2,30,2
-54,-62,8,36,1
-20,22,64,14,1
-12,-26,72,14,1
-12,-38,64,14,1
14,-38,64,14,1
-6,-4,60,14,1
6,-6,62,14,1
-2,-20,60,14,1
4,-22,66,14,1
18,-24,64,14,1
-18,-22,62,14,1
-20,-8,64,57,1
-42,-10,52,14,1
14,6,58,14,1
32,-6,46,14,2
-8,4,44,14,1
-8,12,36,30,1
10,6,36,14,1
-10,-6,48,57,1
2,-48,-20,82,2
2,-64,-18,82,2
32,-60,-26,82,2
-28,2,0,52,2
32,0,2,74,1
-18,-16,16,52,2
24,-22,12,78,1
-48,8,-4,82,1
52,14,-10,83,1
-22,36,4,78,2
0,50,-6,33,1
10,52,0,83,1
-6,68,16,83,2
44,-22,64,14,2
-22,20,64,14,1
-12,-64,14,30,2
2,-58,30,29,1
-14,22,4,83,1
-28,18,-10,83,1
-10,-68,4,30,2
0,-78,22,30,2
10,-68,-2,30,2
2,-72,22,30,2
-56,7,-12,82,1
-28,12,-16,78,2
26,18,-14,83,1
24,68,8,78,2
-8,64,16,83,2
-34,-22,60,57,1
46,-26,54,14,2
24,-6,58,14,1
14,-38,66,14,1
20,-76,44,29,1
-4,-62,-20,82,2
-6,-68,4,97,2
8,-82,8,30,2
6,-6,60,57,1
-10,-2,66,14,1
12,6,46,14,1
-16,12,52,14,1
12,-14,4,78,1
-22,-18,2,52,2
-10,40,8,23,1
-26,52,10,82,1
-58,-42,32,36,1
-6,-30,62,33,1
36,-16,62,14,2
-46,-20,58,14,1
-12,-88,24,30,2
46,-78,18,30,2
-14,-64,14,52,2
34,34,40,55,2
18,44,-10,83,1
14,-46,54,14,1
-2,50,-10,23,1
28,-74,48,29,1
-50,-66,-16,82,2
8,-83,2,44,2
36,-84,21,98,1
6,-72,-8,44,2
-40,32,-13,83,1
34,31,-10,5,1
44,32,-15,2,1
57,-33,-7,22,1
61,-18,-11,2,1
-57,-37,-2,13,1
50,8,47,52,1
48,10,24,52,1
53,15,16,52,1
59,13,19,52,1
-56,-1,39,6,1
-59,7,19,56,2
-48,3,3,57,2
9,6,58,57,1
-9,0,61,57,1
53,-7,36,52,1
-42,-7,36,6,1
56,-28,18,93,1
62,-37,21,33,2
-56,-16,23,6,1
-56,-25,26,57,2
48,-61,-2,6,2
48,-61,1,6,2
-45,-67,-2,72,1
30,-88,-3,72,2
-21,-94,-5,72,1
42,-51,-20,46,2
-18,-62,-25,20,2
-39,-68,-19,72,1
-57,17,10,88,2
-61,2,20,57,2
-20,-6,66,57,1
-64,-2,24,88,2
-3,-3,66,57,1
-62,-10,34,37,1
-9,-9,70,69,1
-56,-17,48,69,1
-14,-16,72,57,1
-38,-14,66,69,1
-10,-11,68,57,1
-46,-8,60,69,1
-40,-10,64,38,1
-62,-9,26,60,1
-17,-35,68,6,1
-50,18,18,64,2
-54,26,16,59,2
-36,32,-14,91,1
-6,20,46,74,2
-10,24,40,74,2
6,24,42,74,2
8,20,44,59,1
-44,-62,-10,43,1
-40,-58,-4,72,1
44,-66,-10,6,2
-34,-86,0,43,1
-36,-72,-4,43,1
-44,-74,-4,43,1
32,-82,-4,6,2
20,-94,4,6,2
28,-64,-24,6,2
30,-66,-22,6,2
-42,14,26,59,2
-46,16,28,59,2
-38,6,44,15,1
-38,6,46,64,2
0,18,54,91,1
0,18,50,91,1
-42,-54,-12,28,1
-44,-56,-14,43,1
-30,-44,48,44,1
-24,-88,-4,43,1
-24,-88,-4,43,1
24,-96,4,6,2
22,-96,6,6,2
8,-74,-26,6,2
-38,54,6,59,2
-46,16,34,59,2
-46,22,-10,15,2
48,22,32,91,2
36,20,-6,5,1
8,26,40,74,2
-8,-68,46,79,2
32,-62,58,1,1
28,-64,-24,6,2
-10,-58,56,72,2
-34,-52,58,44,1
42,-54,48,72,2
20,-4,-10,35,2
-21,-6,-9,65,2
-40,2,-34,70,1
-32,-22,-22,10,2
-52,-20,4,9,1
52,-28,-10,35,1
24,-12,-24,74,1
34,6,-36,2,1
28,-58,-18,95,1
12,-44,8,75,2
-28,-56,-16,95,1
-64,-58,0,60,1
34,-68,20,72,2
12,-68,44,42,2
-36,-86,0,24,1
-24,-88,20,72,2
40,-44,32,35,1
-34,36,-5,34,1
16,38,-4,3,2
-15,-1,2,8,1
-62,-22,30,87,2
-57,-23,7,28,2
-28,22,-3,82,1
-7,-71,48,96,1
34,0,46,17,2
-15,6,8,8,1
31,49,6,2,1
-40,45,6,82,1
-1,-14,13,10,1
15,-1,24,8,1
20,12,58,17,2
-30,-12,64,17,2
32,-8,50,17,2
-42,-38,48,6,1
-46,2,0,76,2
22,-38,-40,17,1
50,22,10,46,1
-56,34,0,83,1
40,30,-4,33,1
-32,24,-10,83,1
-2,26,52,20,1
16,10,10,9,1
-48,-46,14,46,1
60,-44,2,23,2
-54,-48,0,75,1
-22,-76,-42,67,2
-27,18,12,76,2
33,-6,-12,83,1
3,15,0,83,1
-3,15,-3,83,1
-6,39,-9,83,1
39,24,-6,83,1
-33,21,0,76,2
-21,-6,-12,76,1
36,27,0,83,1
-33,21,-6,2,2
-6,54,-9,83,1
18,24,58,19,2
2,32,56,20,1
2,20,56,19,2
12,32,54,19,2
-4,18,56,22,2
-2,6,56,22,2
26,24,56,19,2
38,6,56,19,2
38,12,54,19,2
42,-16,58,100,2
4,-68,56,42,2
32,-60,56,100,1
-36,-54,56,42,2
52,-60,40,19,2
-52,-60,42,54,2
-44,-42,58,54,2
42,16,-18,47,1
-42,12,-26,70,1
48,12,-16,70,2
-42,6,-24,34,1
-8,-32,-6,20,2
18,4,-14,70,2
12,-90,-16,31,1
38,-76,36,100,1
-4,-60,56,42,2
6,-26,10,85,2
2,0,-12,85,1
6,-40,-12,11,1
-2,48,32,100,2
-10,-68,28,85,2
-2,60,-6,85,1
-14,8,-18,19,1
28,12,-18,70,2
42,-16,58,19,2
4,-68,56,100,1
32,-60,56,100,1
-36,-54,56,58,2
-38,22,-24,34,1
40,12,-22,5,1
-14,-2,-20,34,1
-20,2,-28,34,1
-26,2,-32,34,1
16,4,-22,20,2
-20,-8,-20,70,1
-34,-12,-22,70,1
-26,-10,-22,70,1
2,-30,6,96,2
34,56,-2,22,1
-38,50,-2,11,2
-2,4,-6,20,2
8,-46,4,85,2
-4,-68,14,85,2
2,-40,6,85,2
26,-26,68,19,2
26,-64,40,1,1
56,-30,38,19,2
54,-36,36,19,2
8,-40,6,85,2
8,-40,2,20,2
-44,12,0,42,2
10,0,-8,92,2
6,-26,10,85,1
-18,10,-6,91,1
18,10,-6,33,1
-40,44,10,89,2
42,40,12,91,2
-38,20,0,89,2
34,20,0,51,2
-26,-74,30,97,2
28,-66,32,89,1
11,10,32,42,1
-50,-55,7,72,1
-41,-44,-12,84,2
-49,11,30,54,2
-40,-25,5,48,2
-29,-86,0,72,1
-41,-28,12,54,2
14,-38,-20,70,2
26,-52,-48,95,1
26,-52,-48,95,1
26,-52,-48,95,1
32,9,-22,25,1
32,9,-22,70,2
4,-44,-22,95,1
-34,-84,-34,95,1
-34,-84,-34,95,1
-34,-84,-34,95,1
54,-53,-2,98,1
54,-53,-2,98,1
-2,-72,-40,95,1
28,-42,-34,46,2
28,-42,-34,95,1
28,-42,-34,95,1
44,-66,-12,98,1
44,-66,-12,70,2
-26,-40,-34,95,1
-26,-40,-34,95,1
-26,-40,-34,95,1
-20,-24,-12,70,1
-20,-24,-12,20,2
-34,-50,-52,95,1
-34,-50,-52,95,1
-34,-50,-52,95,1
-50,-28,-10,75,1
-50,-28,-10,75,1
-22,-38,-48,95,1
-22,-38,-48,95,1
-22,-38,-48,95,1
0,-64,-26,95,1
-24,-42,-44,95,1
-24,-42,-44,95,1
-24,-42,-44,95,1
26,-77,1,70,2
26,-77,1,98,1
24,-35,-5,18,2
24,-35,-5,75,2
50,-39,-8,6,2
50,-39,-8,70,2
36,2,-29,18,2
36,2,-29,70,2
12,-34,-14,20,2
14,-56,1,18,1
14,-56,1,18,1
8,-72,-26,95,1
27,-3,-25,20,2
27,-3,-25,70,2
32,-8,-10,70,2
32,-8,-10,20,2
-8,-76,-14,95,1
-22,-82,-18,95,1
-22,-82,-18,95,1
-22,-82,-18,95,1
-49,-49,-9,75,1
-49,-49,-9,75,1
-22,-68,-52,95,1
-22,-68,-52,95,1
-22,-68,-52,95,1
-6,-68,-32,95,1
-42,-14,-16,25,1
-42,-14,-16,25,1
-14,-56,-26,95,1
28,-24,-6,25,1
28,-24,-6,75,2
4,-38,-14,17,1
26,-40,-42,95,1
26,-40,-42,95,1
26,-40,-42,95,1
-58,-35,-8,75,1
